Function Name,Parameters,Source,Line Number
CreateSecureActorPool,"parent, template, resetFunc, capacity",Blizzard_SharedXMLBase\Pools.lua,671
PoolCollectionProxyMixin:GetPool,...,Blizzard_SharedXMLBase\Pools.lua,691
PoolCollectionProxyMixin:CreatePool,...,Blizzard_SharedXMLBase\Pools.lua,701
PoolCollectionProxyMixin:GetOrCreatePool,...,Blizzard_SharedXMLBase\Pools.lua,706
CreatePoolCollectionInstance,collectionMixin,Blizzard_SharedXMLBase\Pools.lua,711
CreateSecureFramePoolCollection,,Blizzard_SharedXMLBase\Pools.lua,718
CreateSecureFontStringPoolCollection,,Blizzard_SharedXMLBase\Pools.lua,722
CreateUnsecuredObjectPool,"createFunc, resetFunc, capacity",Blizzard_SharedXMLBase\Pools.lua,727
CreateUnsecuredTexturePool,"parent, layer, subLayer, template, resetFunc, capacity",Blizzard_SharedXMLBase\Pools.lua,733
CreateUnsecuredFontStringPool,"parent, layer, subLayer, template, resetFunc, capacity",Blizzard_SharedXMLBase\Pools.lua,741
CreateUnsecuredFramePool,"frameType, parent, template, resetFunc, capacity",Blizzard_SharedXMLBase\Pools.lua,749
CreateUnsecuredFramePoolCollection,,Blizzard_SharedXMLBase\Pools.lua,757
ProxyUtil.SetPrivateReference,"proxy, obj",Blizzard_SharedXMLBase\ProxyUtil.lua,19
private,,Blizzard_SharedXMLBase\ProxyUtil.lua,25
ProxyUtil.ReleasePrivateReference,proxy,Blizzard_SharedXMLBase\ProxyUtil.lua,33
ProxyUtil.CreateProxy,"obj, mixin",Blizzard_SharedXMLBase\ProxyUtil.lua,45
ProxyConvertableMixin:Init,"proxy, proxies, permitOverwrite",Blizzard_SharedXMLBase\ProxyUtil.lua,62
GetProxy,tbl,Blizzard_SharedXMLBase\ProxyUtil.lua,71
ProxyConvertableMixin:ToProxy,,Blizzard_SharedXMLBase\ProxyUtil.lua,75
ProxyUtil.CreateProxyDirectory,"name, enableReporting",Blizzard_SharedXMLBase\ProxyUtil.lua,83
Proxies:AddProxy,"object, permitOverwrite",Blizzard_SharedXMLBase\ProxyUtil.lua,100
Proxies:RemoveProxy,proxy,Blizzard_SharedXMLBase\ProxyUtil.lua,112
Proxies:ToPrivate,proxy,Blizzard_SharedXMLBase\ProxyUtil.lua,119
Proxies:Contains,proxy,Blizzard_SharedXMLBase\ProxyUtil.lua,124
TryConvertArgsToPrivate,"proxyCollection, arg, ...",Blizzard_SharedXMLBase\ProxyUtil.lua,153
TryConvertArgsToProxy,"arg, ...",Blizzard_SharedXMLBase\ProxyUtil.lua,165
MenuManagerProxyMixin:HandleGlobalMouseEvent,"buttonName, event",Blizzard_SharedXMLBase\ProxyUtil.lua,209
ProxyUtil.CreateProxyMixin,"proxyCollection, privateMixin, funcs",Blizzard_SharedXMLBase\ProxyUtil.lua,217
CreateRectangle,"left, right, top, bottom",Blizzard_SharedXMLBase\Rectangle.lua,3
RectangleMixin:OnLoad,"left, right, top, bottom",Blizzard_SharedXMLBase\Rectangle.lua,9
RectangleMixin:SetSides,"left, right, top, bottom",Blizzard_SharedXMLBase\Rectangle.lua,13
RectangleMixin:Reset,,Blizzard_SharedXMLBase\Rectangle.lua,20
RectangleMixin:Stretch,"x, y",Blizzard_SharedXMLBase\Rectangle.lua,27
RectangleMixin:Move,"x, y",Blizzard_SharedXMLBase\Rectangle.lua,31
RectangleMixin:Adjust,"left, right, top, bottom",Blizzard_SharedXMLBase\Rectangle.lua,35
RectangleMixin:IsEmpty,,Blizzard_SharedXMLBase\Rectangle.lua,42
RectangleMixin:IsInsideOut,,Blizzard_SharedXMLBase\Rectangle.lua,46
RectangleMixin:EnclosesPoint,"x, y",Blizzard_SharedXMLBase\Rectangle.lua,50
RectangleMixin:EnclosesRect,otherRect,Blizzard_SharedXMLBase\Rectangle.lua,54
RectangleMixin:IntersectsRect,otherRect,Blizzard_SharedXMLBase\Rectangle.lua,58
RectangleMixin:GetTop,,Blizzard_SharedXMLBase\Rectangle.lua,67
RectangleMixin:GetBottom,,Blizzard_SharedXMLBase\Rectangle.lua,71
RectangleMixin:GetLeft,,Blizzard_SharedXMLBase\Rectangle.lua,75
RectangleMixin:GetRight,,Blizzard_SharedXMLBase\Rectangle.lua,79
RectangleMixin:GetWidth,,Blizzard_SharedXMLBase\Rectangle.lua,83
RectangleMixin:GetHeight,,Blizzard_SharedXMLBase\Rectangle.lua,87
RectangleMixin:GetCenter,,Blizzard_SharedXMLBase\Rectangle.lua,91
RectangleMixin:SetTop,top,Blizzard_SharedXMLBase\Rectangle.lua,95
RectangleMixin:SetBottom,bottom,Blizzard_SharedXMLBase\Rectangle.lua,99
RectangleMixin:SetLeft,left,Blizzard_SharedXMLBase\Rectangle.lua,103
RectangleMixin:SetRight,right,Blizzard_SharedXMLBase\Rectangle.lua,107
RectangleMixin:SetWidth,width,Blizzard_SharedXMLBase\Rectangle.lua,111
RectangleMixin:SetHeight,height,Blizzard_SharedXMLBase\Rectangle.lua,115
RectangleMixin:SetSize,"width, height",Blizzard_SharedXMLBase\Rectangle.lua,119
RectangleMixin:SetCenter,"x, y",Blizzard_SharedXMLBase\Rectangle.lua,124
SecureMap:GetValue,key,Blizzard_SharedXMLBase\SecureTypes.lua,27
SecureMap:SetValue,"key, value",Blizzard_SharedXMLBase\SecureTypes.lua,31
SecureMap:ClearValue,key,Blizzard_SharedXMLBase\SecureTypes.lua,35
SecureMap:HasKey,key,Blizzard_SharedXMLBase\SecureTypes.lua,39
SecureMap:GetNext,key,Blizzard_SharedXMLBase\SecureTypes.lua,43
SecureMap:GetSize,,Blizzard_SharedXMLBase\SecureTypes.lua,47
SecureMap:IsEmpty,,Blizzard_SharedXMLBase\SecureTypes.lua,51
SecureMap:Wipe,,Blizzard_SharedXMLBase\SecureTypes.lua,55
SecureMap:Enumerate,,Blizzard_SharedXMLBase\SecureTypes.lua,59
SecureMap:ExecuteRange,"func, ...",Blizzard_SharedXMLBase\SecureTypes.lua,68
SecureMap:ExecuteTable,func,Blizzard_SharedXMLBase\SecureTypes.lua,72
SecureTypes.CreateSecureMap,mixin,Blizzard_SharedXMLBase\SecureTypes.lua,89
SecureArray:GetValue,index,Blizzard_SharedXMLBase\SecureTypes.lua,104
SecureArray:Insert,"value, index",Blizzard_SharedXMLBase\SecureTypes.lua,108
SecureArray:UniqueInsert,"value, index",Blizzard_SharedXMLBase\SecureTypes.lua,117
SecureArray:RemoveValue,value,Blizzard_SharedXMLBase\SecureTypes.lua,123
SecureArray:FindInTableIf,predicate,Blizzard_SharedXMLBase\SecureTypes.lua,128
SecureArray:ContainsIf,predicate,Blizzard_SharedXMLBase\SecureTypes.lua,132
SecureArray:Contains,value,Blizzard_SharedXMLBase\SecureTypes.lua,136
SecureArray:GetSize,,Blizzard_SharedXMLBase\SecureTypes.lua,140
SecureArray:IsEmpty,,Blizzard_SharedXMLBase\SecureTypes.lua,144
SecureArray:Wipe,,Blizzard_SharedXMLBase\SecureTypes.lua,148
SecureArray:HasValues,,Blizzard_SharedXMLBase\SecureTypes.lua,152
SecureArray:Enumerate,,Blizzard_SharedXMLBase\SecureTypes.lua,156
SecureArray:EnumerateReverse,,Blizzard_SharedXMLBase\SecureTypes.lua,165
SecureArray:EnumerateIterator,iter,Blizzard_SharedXMLBase\SecureTypes.lua,174
SecureArray:ExecuteRange,"func, ...",Blizzard_SharedXMLBase\SecureTypes.lua,183
SecureArray:ExecuteTable,func,Blizzard_SharedXMLBase\SecureTypes.lua,187
SecureTypes.CreateSecureArray,,Blizzard_SharedXMLBase\SecureTypes.lua,204
SecureTypes.CreateSecureStack,,Blizzard_SharedXMLBase\SecureTypes.lua,211
SecureStack:Push,value,Blizzard_SharedXMLBase\SecureTypes.lua,220
SecureStack:Pop,,Blizzard_SharedXMLBase\SecureTypes.lua,224
SecureValue:GetValue,,Blizzard_SharedXMLBase\SecureTypes.lua,235
SecureValue:SetValue,value,Blizzard_SharedXMLBase\SecureTypes.lua,241
SecureTypes.CreateSecureValue,value,Blizzard_SharedXMLBase\SecureTypes.lua,245
SecureNumber:GetValue,,Blizzard_SharedXMLBase\SecureTypes.lua,256
SecureNumber:SetValue,value,Blizzard_SharedXMLBase\SecureTypes.lua,262
SecureNumber:Add,value,Blizzard_SharedXMLBase\SecureTypes.lua,266
SecureNumber:Subtract,value,Blizzard_SharedXMLBase\SecureTypes.lua,270
SecureNumber:Increment,,Blizzard_SharedXMLBase\SecureTypes.lua,274
SecureNumber:Decrement,,Blizzard_SharedXMLBase\SecureTypes.lua,278
SecureTypes.CreateSecureNumber,value,Blizzard_SharedXMLBase\SecureTypes.lua,282
SecureBoolean:GetValue,,Blizzard_SharedXMLBase\SecureTypes.lua,293
SecureBoolean:SetValue,value,Blizzard_SharedXMLBase\SecureTypes.lua,299
SecureBoolean:IsTrue,,Blizzard_SharedXMLBase\SecureTypes.lua,303
SecureTypes.CreateSecureBoolean,v,Blizzard_SharedXMLBase\SecureTypes.lua,307
SecureFunction:IsSet,,Blizzard_SharedXMLBase\SecureTypes.lua,318
SecureFunction:SetFunction,func,Blizzard_SharedXMLBase\SecureTypes.lua,322
wrapper,...,Blizzard_SharedXMLBase\SecureTypes.lua,324
SecureFunction:GetWrapperSecure,,Blizzard_SharedXMLBase\SecureTypes.lua,332
SecureFunction:CallFunction,...,Blizzard_SharedXMLBase\SecureTypes.lua,338
SecureFunction:CallFunctionIfSet,...,Blizzard_SharedXMLBase\SecureTypes.lua,342
SecureTypes.CreateSecureFunction,,Blizzard_SharedXMLBase\SecureTypes.lua,350
ipairs_reverse,table,Blizzard_SharedXMLBase\TableUtil.lua,15
CreateTableEnumerator,"tbl, minIndex, maxIndex",Blizzard_SharedXMLBase\TableUtil.lua,26
CreateTableReverseEnumerator,"tbl, minIndex, maxIndex",Blizzard_SharedXMLBase\TableUtil.lua,43
tDeleteItem,"tbl, item",Blizzard_SharedXMLBase\TableUtil.lua,60
tIndexOf,"tbl, item",Blizzard_SharedXMLBase\TableUtil.lua,72
tContains,"tbl, item",Blizzard_SharedXMLBase\TableUtil.lua,80
TableUtil.ContainsAllKeys,"lhsTable, rhsTable",Blizzard_SharedXMLBase\TableUtil.lua,89
TableUtil.CompareValuesAsKeys,"lhsTable, rhsTable, valueToKeyOp",Blizzard_SharedXMLBase\TableUtil.lua,104
tCompare,"lhsTable, rhsTable, depth",Blizzard_SharedXMLBase\TableUtil.lua,112
tInvert,tbl,Blizzard_SharedXMLBase\TableUtil.lua,140
TableUtil.TrySet,"tbl, key",Blizzard_SharedXMLBase\TableUtil.lua,148
TableUtil.CopyUnique,"tbl, isIndexTable",Blizzard_SharedXMLBase\TableUtil.lua,156
TableUtil.CopyUniqueByPredicate,"tbl, isIndexTable, unaryPredicate",Blizzard_SharedXMLBase\TableUtil.lua,165
tFilter,"tbl, pred, isIndexTable",Blizzard_SharedXMLBase\TableUtil.lua,174
tAppendAll,"table, addedArray",Blizzard_SharedXMLBase\TableUtil.lua,196
tInsertUnique,"tbl, item",Blizzard_SharedXMLBase\TableUtil.lua,202
tUnorderedRemove,"tbl, index",Blizzard_SharedXMLBase\TableUtil.lua,210
CopyTable,"settings, shallow",Blizzard_SharedXMLBase\TableUtil.lua,218
MergeTable,"destination, source",Blizzard_SharedXMLBase\TableUtil.lua,230
SetTablePairsToTable,"destination, source",Blizzard_SharedXMLBase\TableUtil.lua,238
CountTable,tbl,Blizzard_SharedXMLBase\TableUtil.lua,243
AccumulateOp,"tbl, op",Blizzard_SharedXMLBase\TableUtil.lua,259
TableUtil.Execute,"tbl, op",Blizzard_SharedXMLBase\TableUtil.lua,267
TableUtil.ExecuteUntil,"tbl, op",Blizzard_SharedXMLBase\TableUtil.lua,273
TableUtil.Transform,"tbl, op",Blizzard_SharedXMLBase\TableUtil.lua,284
TableUtil.FindMin,"tbl, op",Blizzard_SharedXMLBase\TableUtil.lua,294
TableUtil.FindMax,"tbl, op",Blizzard_SharedXMLBase\TableUtil.lua,309
ContainsIf,"tbl, pred",Blizzard_SharedXMLBase\TableUtil.lua,322
FindInTable,"tbl, value",Blizzard_SharedXMLBase\TableUtil.lua,332
FindInTableIf,"tbl, pred",Blizzard_SharedXMLBase\TableUtil.lua,342
FindValueInTableIf,"tbl, pred",Blizzard_SharedXMLBase\TableUtil.lua,352
FindSortedIndexImplementation,"tbl, searchComparison, startIndex, rangeStart, rangeEnd",Blizzard_SharedXMLBase\TableUtil.lua,357
FindSortedIndex,"tbl, searchComparison",Blizzard_SharedXMLBase\TableUtil.lua,381
TableIsEmpty,tbl,Blizzard_SharedXMLBase\TableUtil.lua,391
TableHasAnyEntries,tbl,Blizzard_SharedXMLBase\TableUtil.lua,395
CopyValuesAsKeys,tbl,Blizzard_SharedXMLBase\TableUtil.lua,399
CopyTransformedValuesAsKeys,"tbl, transformOp",Blizzard_SharedXMLBase\TableUtil.lua,407
SafePack,...,Blizzard_SharedXMLBase\TableUtil.lua,415
SafeUnpack,"tbl, startIndex",Blizzard_SharedXMLBase\TableUtil.lua,421
GetOrCreateTableEntry,"table, key, defaultValue",Blizzard_SharedXMLBase\TableUtil.lua,425
GetOrCreateTableEntryByCallback,"table, key, callback",Blizzard_SharedXMLBase\TableUtil.lua,440
GetRandomArrayEntry,array,Blizzard_SharedXMLBase\TableUtil.lua,451
GetRandomTableValue,tbl,Blizzard_SharedXMLBase\TableUtil.lua,455
GetKeysArray,tbl,Blizzard_SharedXMLBase\TableUtil.lua,468
GetValuesArray,tbl,Blizzard_SharedXMLBase\TableUtil.lua,477
GetPairsArray,tbl,Blizzard_SharedXMLBase\TableUtil.lua,486
SwapTableEntries,"lhsTable, rhsTable, key",Blizzard_SharedXMLBase\TableUtil.lua,495
GetKeysArraySortedByValue,tbl,Blizzard_SharedXMLBase\TableUtil.lua,501
TableUtil.GetTableValueListFromEnumeration,"tableKey, ...",Blizzard_SharedXMLBase\TableUtil.lua,511
TableUtil.GetHighestNumericalValueInTable,table,Blizzard_SharedXMLBase\TableUtil.lua,520
TableUtil.CreatePriorityTable,"comparator, isAssociative",Blizzard_SharedXMLBase\TableUtil.lua,549
ShiftPositionMap,"position, shiftUp",Blizzard_SharedXMLBase\TableUtil.lua,557
SortedInsert,"k, v",Blizzard_SharedXMLBase\TableUtil.lua,567
t:Get,k,Blizzard_SharedXMLBase\TableUtil.lua,599
t:Insert,v,Blizzard_SharedXMLBase\TableUtil.lua,605
t:Remove,k,Blizzard_SharedXMLBase\TableUtil.lua,610
t:GetTop,,Blizzard_SharedXMLBase\TableUtil.lua,620
t:GetBottom,,Blizzard_SharedXMLBase\TableUtil.lua,624
t:Pop,,Blizzard_SharedXMLBase\TableUtil.lua,628
t:Iterate,callback,Blizzard_SharedXMLBase\TableUtil.lua,639
t:Size,,Blizzard_SharedXMLBase\TableUtil.lua,650
t:Clear,,Blizzard_SharedXMLBase\TableUtil.lua,654
TemplateInfoCacheMixin:Init,,Blizzard_SharedXMLBase\TemplateInfoCache.lua,6
TemplateInfoCacheMixin:SetInfoAddedCallback,callback,Blizzard_SharedXMLBase\TemplateInfoCache.lua,10
TemplateInfoCacheMixin:GetTemplateInfo,frameTemplate,Blizzard_SharedXMLBase\TemplateInfoCache.lua,14
TemplateInfoCacheMixin:GetTemplateInfos,,Blizzard_SharedXMLBase\TemplateInfoCache.lua,32
CreateTemplateInfoCache,,Blizzard_SharedXMLBase\TemplateInfoCache.lua,36
GetTextureInfo,obj,Blizzard_SharedXMLBase\TextureUtil.lua,1
SetClampedTextureRotation,"texture, rotationDegrees",Blizzard_SharedXMLBase\TextureUtil.lua,26
ClearClampedTextureRotation,texture,Blizzard_SharedXMLBase\TextureUtil.lua,75
GetIconForRole,"role, showDisabled",Blizzard_SharedXMLBase\TextureUtil.lua,105
GetIconForRoleEnum,"role, showDisabled",Blizzard_SharedXMLBase\TextureUtil.lua,114
GetMicroIconForRole,role,Blizzard_SharedXMLBase\TextureUtil.lua,130
GetMicroIconForRoleEnum,role,Blizzard_SharedXMLBase\TextureUtil.lua,139
GetBackgroundForRole,role,Blizzard_SharedXMLBase\TextureUtil.lua,154
GetBackgroundForRoleEnum,role,Blizzard_SharedXMLBase\TextureUtil.lua,162
GetTexCoordsForOldRoleSmallCircle,role,Blizzard_SharedXMLBase\TextureUtil.lua,172
GetTexCoordsForOldRoleSmallCircleEnum,role,Blizzard_SharedXMLBase\TextureUtil.lua,184
GetTexCoordsByGrid,"xOffset, yOffset, textureWidth, textureHeight, gridWidth, gridHeight",Blizzard_SharedXMLBase\TextureUtil.lua,193
CreateTextureMarkup,"file, fileWidth, fileHeight, width, height, left, right, top, bottom, xOffset, yOffset",Blizzard_SharedXMLBase\TextureUtil.lua,199
CreateSimpleTextureMarkup,"file, width, height, xOffset, yOffset",Blizzard_SharedXMLBase\TextureUtil.lua,215
CreateAtlasMarkup,"atlasName, width, height, offsetX, offsetY, rVertexColor, gVertexColor, bVertexColor",Blizzard_SharedXMLBase\TextureUtil.lua,225
CreateAtlasMarkupWithAtlasSize,"atlasName, offsetX, offsetY, rVertexColor, gVertexColor, bVertexColor, scale",Blizzard_SharedXMLBase\TextureUtil.lua,249
SetupAtlasesOnRegions,"frame, regionsToAtlases, useAtlasSize",Blizzard_SharedXMLBase\TextureUtil.lua,270
GetFinalNameFromTextureKit,"fmt, textureKits",Blizzard_SharedXMLBase\TextureUtil.lua,282
SetupTextureKitOnFrame,"textureKit, frame, fmt, setVisibility, useAtlasSize",Blizzard_SharedXMLBase\TextureUtil.lua,293
SetupTextureKitOnFrames,"textureKit, frames, setVisibilityOfRegions, useAtlasSize",Blizzard_SharedXMLBase\TextureUtil.lua,316
SetupTextureKitOnRegions,"textureKit, frame, regions, setVisibilityOfRegions, useAtlasSize",Blizzard_SharedXMLBase\TextureUtil.lua,329
SetupTextureKits,"textureKitID, frame, regions, setVisibilityOfRegions, useAtlasSize",Blizzard_SharedXMLBase\TextureUtil.lua,344
SetupTextureKitsFromRegionInfo,"textureKit, frame, regionInfoList",Blizzard_SharedXMLBase\TextureUtil.lua,353
GetFinalAtlasFromTextureKitIfExists,"texture, textureKit",Blizzard_SharedXMLBase\TextureUtil.lua,364
CheckSetAtlas,"texture, atlasName, ...",Blizzard_SharedXMLBase\TextureUtil.lua,374
DressUpModelFrameResetButtonMixin:OnLoad,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,4
DressUpModelFrameResetButtonMixin:OnClick,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,8
DressUpModelFrameLinkButtonMixin:OnShow,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,20
DressUpModelFrameLinkButtonMixin:OnHide,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,60
DressUpModelFrameLinkButtonMixin:OnClick,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,64
DressUpModelFrameCloseButtonMixin:OnClick,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,72
DressUpModelFrameCancelButtonMixin:OnClick,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,80
DressUpModelFrameMaximizeMinimizeMixin:OnLoad,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,88
DressUpModelFrameBaseMixin:OnLoad,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,109
DressUpModelFrameBaseMixin:GetLastLink,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,113
DressUpModelFrameBaseMixin:SetLastLink,link,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,117
DressUpModelFrameBaseMixin:OnModelSceneReset,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,121
DressUpModelFrameBaseMixin:SetMode,mode,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,127
DressUpModelFrameBaseMixin:GetMode,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,145
DressUpModelFrameMixin:OnLoad,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,152
DressUpModelFrameMixin:OnShow,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,159
DressUpModelFrameMixin:OnHide,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,164
DressUpModelFrameMixin:OnDressModel,"itemModifiedAppearanceID, invSlot, removed",Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,180
DressUpModelFrameMixin:InitSetSelectionPanel,"setID, setLink",Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,197
DressUpModelFrameMixin:ToggleOutfitDetails,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,204
DressUpModelFrameMixin:ConfigureSize,isMinimized,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,210
DressUpModelFrameMixin:SetShownOutfitDetailsPanel,show,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,231
DressUpModelFrameMixin:ForceOutfitDetailsOn,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,244
SideDressUpModelFrameFrameMixin:OnLoad,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,254
SideDressUpModelFrameFrameMixin:OnShow,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,259
SideDressUpModelFrameFrameMixin:OnHide,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,265
TransmogAndMountDressupFrameMixin:OnLoad,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,274
TransmogAndMountDressupFrameMixin:OnHide,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,284
TransmogAndMountDressupFrameMixin:RemoveWeapons,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,295
TransmogAndMountDressupFrameMixin:CheckButtonOnClick,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,304
TransmogAndMountDressupFrameMixin:OnDressModel,"itemModifiedAppearanceID, invSlot, removed",Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,315
TransmogAndMountDressupFrameMixin:OnUpdate,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,322
DressUpFrameSetSelectionLabelMixin:OnEnter,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,332
DressUpFrameSetSelectionLabelMixin:OnLeave,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,346
DressUpFrameTransmogSetMixin:OnLoad,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,392
DressUpFrameTransmogSetMixin:OnShow,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,418
DressUpFrameTransmogSetMixin:OnHide,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,429
DressUpFrameTransmogSetMixin:SetData,"setID, setLink, setItems",Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,445
DressUpFrameTransmogSetMixin:UpdateTransmogSlot,"itemModifiedAppearanceID, invSlot, removed",Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,470
findPredicate,elementData,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,516
DressUpFrameTransmogSetMixin:Init,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,561
DressUpFrameTransmogSetMixin:CreateSetItemFrame,"setItem, dataProvider",Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,589
DressUpFrameTransmogSetMixin:OnItemSelected,"element, elementData",Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,629
DressUpFrameTransmogSetMixin:RefreshItems,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,633
DressUpFrameTransmogSetMixin:UpdateSelectedAppearance,elementData,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,639
DressUpFrameTransmogSetButtonMixin:InitItem,elementData,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,693
DressUpFrameTransmogSetButtonMixin:Refresh,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,712
DressUpFrameTransmogSetButtonMixin:SetSelected,selected,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,723
DressUpFrameTransmogSetButtonMixin:OnEnter,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,728
DressUpFrameTransmogSetButtonMixin:OnLeave,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,736
CreateLoopingSoundEffectEmitter,"startingSound, loopingSound, endingSound, loopStartDelay, loopEndDelay, loopFadeTime",Blizzard_SharedXMLGame\LoopingSoundEffect.lua,4
LoopingSoundEffectMixin:OnLoad,"startingSound, loopingSound, endingSound, loopStartDelay, loopEndDelay, loopFadeTime",Blizzard_SharedXMLGame\LoopingSoundEffect.lua,10
LoopingSoundEffectMixin:StartLoopingSound,,Blizzard_SharedXMLGame\LoopingSoundEffect.lua,19
LoopingSoundEffectMixin:FinishLoopingSound,,Blizzard_SharedXMLGame\LoopingSoundEffect.lua,32
LoopingSoundEffectMixin:CancelLoopingSound,,Blizzard_SharedXMLGame\LoopingSoundEffect.lua,46
StaticModelInfo.CreateModelSceneEntry,"modelSceneID, effectFileID1, effectFileID2",Blizzard_SharedXMLGame\StaticModelInfo.lua,3
SetUpEffect,"modelScene, tag, effectFileID, stopAnim",Blizzard_SharedXMLGame\StaticModelInfo.lua,11
StaticModelInfo.SetupModelScene,"modelScene, modelSceneInfo, forceUpdate, stopAnim",Blizzard_SharedXMLGame\StaticModelInfo.lua,25
ScriptAnimatedEffectControllerMixin:Init,"modelScene, effectID, source, target, onEffectFinish, onEffectResolution, scaleMultiplier",Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,4
ScriptAnimatedEffectControllerMixin:GetEffect,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,21
ScriptAnimatedEffectControllerMixin:GetCurrentEffectID,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,25
ScriptAnimatedEffectControllerMixin:GetInitialEffectID,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,29
ScriptAnimatedEffectControllerMixin:IsSoundEnabled,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,33
ScriptAnimatedEffectControllerMixin:SetSoundEnabled,enabled,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,37
ScriptAnimatedEffectControllerMixin:StartEffect,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,41
ScriptAnimatedEffectControllerMixin:DeltaUpdate,elapsedTime,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,77
ScriptAnimatedEffectControllerMixin:IsActive,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,104
ScriptAnimatedEffectControllerMixin:CancelLoopingSound,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,108
ScriptAnimatedEffectControllerMixin:FinishLoopingSound,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,114
ScriptAnimatedEffectControllerMixin:FinishEffect,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,120
ScriptAnimatedEffectControllerMixin:CheckResolution,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,148
ScriptAnimatedEffectControllerMixin:RunEffectResolution,cancelled,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,154
ScriptAnimatedEffectControllerMixin:RunEffectFinish,cancelled,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,160
ScriptAnimatedEffectControllerMixin:SetDynamicOffsets,"pixelX, pixelY, pixelZ",Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,168
